customer_id,region,segment,join_date,age,credit_score
SNB00988,جدة,شركات متوسطة,2024-02-08,67,352
SNB00989,الرياض,أفراد,2025-05-11,26,438
SNB00990,مكة,شركات صغيرة,2023-05-18,18,717
SNB00991,مكة,أفراد,2025-07-31,30,442
SNB00992,الدمام,أفراد,2025-03-19,67,808
SNB00993,الرياض,أفراد,2024-09-26,32,785
SNB00994,جدة,أفراد,2023-10-11,49,736
SNB00995,جدة,أفراد,2023-12-14,51,842
SNB00996,الرياض,أفراد,2025-07-01,60,592
SNB00997,المدينة,أفراد,2023-10-16,48,583
SNB00998,الرياض,شركات صغيرة,2025-12-04,31,313
SNB00999,أبها,أفراد,2024-07-09,64,571
SNB01000,جدة,أفراد,2025-04-23,31,324
SNB01001,الرياض,أفراد,2023-06-15,65,621
SNB01002,جدة,أفراد,2023-12-09,46,402
SNB01003,المدينة,شركات صغيرة,2024-07-14,64,339
SNB01004,الدمام,أفراد,2023-11-13,36,534
SNB01005,مكة,أفراد,2023-12-03,44,388
SNB01006,الدمام,شركات متوسطة,2025-05-25,26,399
SNB01007,الدمام,أفراد,2024-09-10,54,443
SNB01008,مكة,أفراد,2023-05-12,54,381
SNB01009,الرياض,أفراد,2025-11-11,60,888
SNB01010,جدة,أفراد,2024-03-01,45,870
SNB01011,الرياض,شركات صغيرة,2024-10-05,69,528
SNB01012,تبوك,شركات صغيرة,2025-08-25,41,694
SNB01013,أبها,شركات متوسطة,2023-05-27,45,812
SNB01014,الرياض,أفراد,2024-04-23,53,496
SNB01015,الدمام,أفراد,2023-09-18,69,573
SNB01016,أبها,شركات صغيرة,2025-05-08,35,889
SNB01017,الرياض,أفراد,2025-03-21,42,882
SNB01018,جدة,أفراد,2025-10-01,52,861
SNB01019,المدينة,أفراد,2025-10-17,21,671
SNB01020,الرياض,أفراد,2024-04-18,31,379
SNB01021,الدمام,أفراد,2023-03-30,56,534
SNB01022,الرياض,شركات صغيرة,2025-05-09,43,586
SNB01023,أبها,شركات صغيرة,2025-06-16,25,871
SNB01024,تبوك,أفراد,2024-09-08,41,844
SNB01025,أبها,أفراد,2025-03-30,33,736
SNB01026,جدة,أفراد,2023-10-29,37,426
SNB01027,المدينة,شركات صغيرة,2023-06-17,32,716
SNB01028,مكة,أفراد,2023-12-04,24,340
SNB01029,الرياض,أفراد,2023-08-27,34,768
SNB01030,مكة,أفراد,2025-02-19,39,596
SNB01031,الرياض,أفراد,2023-09-05,39,896
SNB01032,جدة,أفراد,2025-06-13,29,341
SNB01033,الرياض,شركات صغيرة,2023-04-05,35,578
SNB01034,الرياض,أفراد,2023-09-19,63,758
SNB01035,الرياض,أفراد,2024-06-08,64,332
SNB01036,الدمام,أفراد,2025-10-26,32,575
SNB01037,الرياض,أفراد,2023-12-05,54,389
SNB01038,الدمام,شركات صغيرة,2024-10-14,33,823
SNB01039,الرياض,أفراد,2023-07-08,22,459
SNB01040,الرياض,شركات صغيرة,2023-07-06,19,757
SNB01041,جدة,أفراد,2024-09-05,69,698
SNB01042,مكة,أفراد,2023-12-21,45,390
SNB01043,الرياض,أفراد,2025-06-12,58,880
SNB01044,الدمام,أفراد,2023-12-11,44,765
SNB01045,المدينة,أفراد,2023-12-29,48,519
SNB01046,الدمام,شركات صغيرة,2025-08-30,58,718
SNB01047,الرياض,أفراد,2023-10-09,53,678
SNB01048,الرياض,أفراد,2024-06-15,64,746
SNB01049,المدينة,شركات صغيرة,2024-12-09,60,445
SNB01050,الرياض,شركات متوسطة,2025-04-26,18,532
SNB01051,المدينة,أفراد,2023-06-15,67,670
SNB01052,جدة,شركات متوسطة,2025-06-28,46,533
SNB01053,أبها,أفراد,2024-10-24,18,666
SNB01054,مكة,أفراد,2025-11-19,25,780
SNB01055,تبوك,شركات صغيرة,2025-09-20,33,872
SNB01056,جدة,أفراد,2024-02-18,45,662
SNB01057,مكة,أفراد,2024-08-21,39,889
SNB01058,جدة,أفراد,2025-04-19,35,810
SNB01059,جدة,شركات صغيرة,2024-11-07,39,394
SNB01060,الدمام,شركات صغيرة,2025-08-14,58,515
SNB01061,المدينة,أفراد,2024-11-03,29,842
SNB01062,تبوك,أفراد,2024-10-16,36,434
SNB01063,مكة,أفراد,2024-09-11,42,382
SNB01064,جدة,أفراد,2024-02-29,67,690
SNB01065,جدة,أفراد,2025-03-05,22,346
SNB01066,الدمام,شركات صغيرة,2025-12-27,51,691
SNB01067,الرياض,أفراد,2024-06-13,56,684
SNB01068,الرياض,أفراد,2025-03-11,27,680
SNB01069,جدة,أفراد,2025-04-10,64,376
SNB01070,الرياض,أفراد,2024-08-06,24,558
SNB01071,الرياض,شركات متوسطة,2025-01-09,54,698
SNB01072,الرياض,أفراد,2025-05-21,64,399
SNB01073,الرياض,أفراد,2025-11-10,69,800
SNB01074,الرياض,أفراد,2025-04-07,69,682
SNB01075,تبوك,أفراد,2025-12-02,32,491
SNB01076,جدة,أفراد,2023-12-30,59,879
SNB01077,جدة,أفراد,2024-09-01,41,644
SNB01078,الدمام,أفراد,2024-03-09,43,309
SNB01079,الرياض,أفراد,2025-11-30,43,563
SNB01080,أبها,أفراد,2025-01-10,63,567
SNB01081,مكة,أفراد,2024-07-07,43,870
SNB01082,الرياض,شركات متوسطة,2025-09-16,27,494
SNB01083,جدة,أفراد,2025-04-17,34,861
SNB01084,المدينة,أفراد,2023-08-23,31,706
SNB01085,أبها,أفراد,2023-01-20,19,595
SNB01086,جدة,أفراد,2025-05-14,65,396
SNB01087,الدمام,شركات صغيرة,2025-08-24,30,761
SNB01088,الرياض,أفراد,2023-05-02,44,386
SNB01089,تبوك,أفراد,2023-06-28,26,376
SNB01090,الرياض,أفراد,2023-12-22,24,782
SNB01091,أبها,أفراد,2023-02-15,65,445
SNB01092,الدمام,شركات صغيرة,2025-05-23,27,410
SNB01093,الدمام,أفراد,2023-06-21,26,596
SNB01094,جدة,أفراد,2023-03-07,39,725
SNB01095,الرياض,أفراد,2024-10-05,40,633
SNB01096,الرياض,أفراد,2025-10-05,24,822
SNB01097,الرياض,أفراد,2023-01-30,65,882
SNB01098,الرياض,شركات صغيرة,2024-04-24,26,837
SNB01099,مكة,أفراد,2023-06-08,44,461
SNB01100,جدة,شركات صغيرة,2025-10-30,41,729
SNB01101,الرياض,أفراد,2025-08-30,46,368
SNB01102,تبوك,أفراد,2023-04-27,34,432
SNB01103,المدينة,أفراد,2023-10-02,37,488
SNB01104,أبها,شركات متوسطة,2023-08-12,24,872
SNB01105,تبوك,أفراد,2025-05-25,60,578
SNB01106,الرياض,أفراد,2023-04-03,57,729
SNB01107,جدة,أفراد,2023-07-08,24,841
SNB01108,مكة,أفراد,2025-08-04,45,460
SNB01109,الدمام,أفراد,2025-07-20,36,752
SNB01110,الرياض,شركات متوسطة,2024-03-13,37,469
SNB01111,مكة,شركات متوسطة,2025-03-04,61,356
SNB01112,الرياض,أفراد,2025-08-20,56,539
SNB01113,الرياض,شركات متوسطة,2025-04-18,57,657
SNB01114,جدة,أفراد,2024-06-17,24,500
SNB01115,جدة,أفراد,2024-03-07,23,743
SNB01116,جدة,أفراد,2023-11-13,42,601
SNB01117,الرياض,أفراد,2023-01-11,58,405
SNB01118,المدينة,شركات متوسطة,2024-05-08,30,400
SNB01119,الرياض,أفراد,2023-06-17,56,396
SNB01120,الرياض,أفراد,2023-03-03,57,328
SNB01121,المدينة,أفراد,2023-08-04,39,805
SNB01122,أبها,أفراد,2025-06-12,66,737
SNB01123,المدينة,أفراد,2025-05-12,34,678
SNB01124,مكة,شركات متوسطة,2024-10-18,65,372
SNB01125,الدمام,شركات صغيرة,2023-08-05,39,553
SNB01126,جدة,شركات صغيرة,2023-06-22,51,815
SNB01127,الرياض,أفراد,2024-09-21,25,849
SNB01128,جدة,أفراد,2023-09-07,66,319
SNB01129,جدة,أفراد,2024-02-07,62,834
SNB01130,الرياض,أفراد,2023-06-18,35,720
SNB01131,الدمام,أفراد,2023-10-08,41,745
SNB01132,جدة,شركات صغيرة,2023-09-03,59,435
SNB01133,الرياض,أفراد,2025-06-21,19,804
SNB01134,الرياض,أفراد,2024-04-01,19,600
SNB01135,الدمام,أفراد,2023-08-11,44,332
SNB01136,الرياض,أفراد,2024-04-01,31,577
SNB01137,المدينة,أفراد,2024-07-28,65,432
SNB01138,جدة,شركات متوسطة,2023-11-27,56,826
SNB01139,جدة,أفراد,2025-02-23,29,425
SNB01140,جدة,شركات صغيرة,2023-05-06,49,644
SNB01141,مكة,أفراد,2025-08-17,45,316
SNB01142,الرياض,أفراد,2025-06-29,45,861
SNB01143,الدمام,أفراد,2025-07-11,63,677
SNB01144,جدة,شركات صغيرة,2025-06-25,42,359
SNB01145,الرياض,شركات صغيرة,2023-08-01,21,766
SNB01146,المدينة,أفراد,2025-06-18,43,690
SNB01147,مكة,أفراد,2023-11-30,53,486
SNB01148,الدمام,أفراد,2025-04-10,67,797
SNB01149,المدينة,أفراد,2025-09-01,20,899
SNB01150,المدينة,شركات متوسطة,2024-02-26,18,660
SNB01151,الدمام,أفراد,2025-04-26,34,748
SNB01152,مكة,أفراد,2023-09-13,24,480
SNB01153,الدمام,أفراد,2024-01-08,65,429
SNB01154,الدمام,أفراد,2023-08-19,22,448
SNB01155,الدمام,أفراد,2025-09-18,36,771
SNB01156,مكة,أفراد,2024-05-22,56,799
SNB01157,الرياض,أفراد,2024-04-02,63,654
SNB01158,المدينة,أفراد,2024-01-12,51,510
SNB01159,المدينة,أفراد,2025-06-03,52,895
SNB01160,الرياض,شركات صغيرة,2023-02-27,66,329
SNB01161,مكة,أفراد,2024-10-23,33,876
SNB01162,الرياض,أفراد,2025-02-19,57,323
SNB01163,الرياض,أفراد,2023-04-20,67,521
SNB01164,الدمام,أفراد,2024-09-29,64,888
SNB01165,الرياض,أفراد,2025-05-25,56,879
SNB01166,مكة,أفراد,2024-01-15,44,700
SNB01167,مكة,أفراد,2023-12-11,58,811
SNB01168,جدة,شركات متوسطة,2025-05-11,55,387
SNB01169,الرياض,أفراد,2024-06-10,67,764
SNB01170,الرياض,أفراد,2024-09-25,67,349
SNB01171,الدمام,أفراد,2023-08-07,42,402
SNB01172,تبوك,أفراد,2025-11-09,43,667
SNB01173,الدمام,أفراد,2024-07-03,31,791
SNB01174,الرياض,شركات صغيرة,2025-11-03,31,857
SNB01175,الدمام,أفراد,2024-12-28,31,567
SNB01176,جدة,أفراد,2024-06-21,42,696
SNB01177,مكة,أفراد,2024-04-09,53,619
SNB01178,الرياض,أفراد,2024-02-06,21,819
SNB01179,مكة,أفراد,2024-01-14,64,748
SNB01180,جدة,أفراد,2025-12-20,32,775
SNB01181,تبوك,أفراد,2024-12-26,49,889
SNB01182,الرياض,أفراد,2025-03-14,35,539
SNB01183,الدمام,أفراد,2023-10-04,31,557
SNB01184,أبها,شركات متوسطة,2025-08-12,18,689
SNB01185,الرياض,أفراد,2025-03-17,59,642
SNB01186,أبها,شركات صغيرة,2025-10-31,37,686
SNB01187,الدمام,شركات صغيرة,2025-06-28,27,693
SNB01188,الرياض,أفراد,2023-01-11,27,569
SNB01189,الرياض,أفراد,2024-10-18,41,448
SNB01190,الدمام,أفراد,2023-11-23,51,679
SNB01191,الرياض,أفراد,2023-08-26,45,327
SNB01192,جدة,أفراد,2023-06-17,44,448
SNB01193,الرياض,شركات صغيرة,2024-02-03,57,719
SNB01194,الدمام,شركات متوسطة,2025-02-13,18,579
SNB01195,الرياض,أفراد,2023-12-06,50,481
SNB01196,المدينة,أفراد,2024-04-03,21,465
SNB01197,تبوك,أفراد,2024-03-08,24,316
SNB01198,تبوك,شركات صغيرة,2025-07-12,26,449
SNB01199,الدمام,أفراد,2025-09-16,33,638
SNB01200,الرياض,أفراد,2025-02-17,22,344
SNB01201,مكة,أفراد,2025-02-13,51,801
SNB01202,الرياض,أفراد,2025-09-22,40,488
SNB01203,الرياض,شركات متوسطة,2025-07-18,60,360
SNB01204,الرياض,أفراد,2024-06-23,67,593
SNB01205,جدة,أفراد,2023-07-09,42,332
SNB01206,مكة,شركات متوسطة,2023-08-17,68,598
SNB01207,الدمام,أفراد,2023-04-13,30,714
SNB01208,جدة,أفراد,2023-07-11,41,848
SNB01209,الرياض,أفراد,2023-09-06,28,730
SNB01210,تبوك,أفراد,2024-06-21,69,794
SNB01211,جدة,أفراد,2024-10-17,68,399
SNB01212,جدة,أفراد,2023-02-17,34,322
SNB01213,الرياض,أفراد,2025-05-13,54,719
SNB01214,مكة,أفراد,2024-01-26,30,723
SNB01215,الدمام,شركات صغيرة,2023-08-05,44,786
SNB01216,الرياض,شركات صغيرة,2025-05-19,37,388
SNB01217,الرياض,أفراد,2024-05-31,50,508
SNB01218,الدمام,أفراد,2023-04-11,59,570
SNB01219,الدمام,أفراد,2023-01-18,49,705
SNB01220,الرياض,أفراد,2024-04-10,25,577
SNB01221,أبها,شركات صغيرة,2025-09-30,46,505
SNB01222,الرياض,أفراد,2024-10-07,57,889
SNB01223,جدة,أفراد,2023-10-15,36,627
SNB01224,أبها,أفراد,2025-09-11,23,635
SNB01225,جدة,أفراد,2025-12-17,61,891
SNB01226,الدمام,أفراد,2024-11-09,56,337
SNB01227,جدة,أفراد,2024-04-24,65,527
SNB01228,الرياض,شركات متوسطة,2024-10-26,58,782
SNB01229,تبوك,شركات صغيرة,2025-03-26,38,433
SNB01230,جدة,أفراد,2024-07-27,39,689
SNB01231,المدينة,أفراد,2024-05-19,59,724
SNB01232,الرياض,شركات متوسطة,2024-03-01,27,886
SNB01233,الرياض,أفراد,2025-05-01,27,809
SNB01234,الرياض,أفراد,2025-12-17,69,894
SNB01235,الدمام,أفراد,2023-03-20,46,726
SNB01236,جدة,شركات صغيرة,2023-08-04,33,773
SNB01237,المدينة,أفراد,2025-01-07,18,867
SNB01238,جدة,أفراد,2025-04-12,34,660
SNB01239,تبوك,شركات صغيرة,2023-11-15,47,510
SNB01240,الرياض,شركات صغيرة,2023-01-07,43,478
SNB01241,المدينة,شركات متوسطة,2024-09-17,63,357
SNB01242,مكة,أفراد,2023-03-14,36,372
SNB01243,مكة,أفراد,2024-01-07,38,514
SNB01244,مكة,أفراد,2025-08-07,34,372
SNB01245,مكة,شركات صغيرة,2023-10-11,63,766
SNB01246,الدمام,أفراد,2025-10-07,57,570
SNB01247,الرياض,أفراد,2023-07-23,38,798
SNB01248,الرياض,شركات صغيرة,2025-11-24,58,653
SNB01249,أبها,أفراد,2023-06-05,57,533
SNB01250,الدمام,أفراد,2025-07-26,62,618
SNB01251,مكة,أفراد,2024-03-31,66,318
SNB01252,جدة,أفراد,2023-08-06,36,874
SNB01253,الرياض,أفراد,2023-09-26,24,671
SNB01254,الرياض,أفراد,2023-08-30,34,483
SNB01255,الدمام,أفراد,2024-05-19,18,576
SNB01256,جدة,أفراد,2025-05-11,54,444
SNB01257,الرياض,أفراد,2023-09-25,23,380
SNB01258,جدة,أفراد,2025-11-20,43,621
SNB01259,الرياض,شركات صغيرة,2024-03-07,19,734
SNB01260,جدة,أفراد,2025-01-15,49,342
SNB01261,الرياض,أفراد,2023-06-04,65,612
SNB01262,مكة,شركات صغيرة,2023-12-22,22,592
SNB01263,الرياض,أفراد,2025-07-05,54,368
SNB01264,جدة,شركات متوسطة,2023-07-22,48,355
SNB01265,الرياض,شركات صغيرة,2025-05-30,29,503
SNB01266,الرياض,أفراد,2024-08-21,52,719
SNB01267,جدة,شركات متوسطة,2023-07-24,47,866
SNB01268,جدة,أفراد,2023-10-04,65,849
SNB01269,الدمام,أفراد,2023-01-24,23,542
SNB01270,الرياض,أفراد,2025-07-24,32,500
SNB01271,الدمام,أفراد,2023-10-14,32,773
SNB01272,المدينة,شركات متوسطة,2024-04-06,33,826
SNB01273,مكة,أفراد,2024-02-06,37,376
SNB01274,الرياض,أفراد,2024-10-05,30,777
SNB01275,جدة,أفراد,2024-02-19,61,739
SNB01276,الرياض,أفراد,2025-01-22,59,562
SNB01277,الرياض,أفراد,2025-07-29,63,484
SNB01278,تبوك,أفراد,2023-02-21,48,354
SNB01279,الرياض,شركات صغيرة,2025-05-13,51,607
SNB01280,جدة,أفراد,2023-01-11,46,815
SNB01281,الدمام,شركات صغيرة,2023-02-22,20,598
SNB01282,الدمام,أفراد,2024-11-30,26,851
SNB01283,جدة,شركات صغيرة,2024-01-17,28,529
SNB01284,الرياض,أفراد,2024-01-13,28,676
SNB01285,الرياض,أفراد,2025-03-05,42,585
SNB01286,جدة,أفراد,2024-09-05,39,437
SNB01287,الرياض,شركات صغيرة,2025-06-05,59,777
SNB01288,جدة,أفراد,2025-03-08,63,306
SNB01289,الرياض,شركات متوسطة,2024-07-26,26,718
SNB01290,الرياض,أفراد,2024-11-23,37,771
SNB01291,جدة,أفراد,2025-01-11,38,719
SNB01292,الرياض,أفراد,2025-02-22,27,575
SNB01293,جدة,شركات متوسطة,2025-07-31,39,860
SNB01294,الدمام,أفراد,2025-01-04,46,870
SNB01295,مكة,شركات صغيرة,2023-03-27,26,389
SNB01296,الرياض,شركات صغيرة,2023-05-27,22,581
SNB01297,الرياض,أفراد,2023-06-27,57,847
SNB01298,الرياض,أفراد,2024-03-11,28,470
SNB01299,الدمام,أفراد,2024-03-25,18,654
SNB01300,الدمام,أفراد,2025-02-26,59,503
SNB01301,الرياض,شركات صغيرة,2023-07-16,18,588
SNB01302,أبها,أفراد,2025-08-15,56,761
SNB01303,الرياض,أفراد,2023-05-17,63,472
SNB01304,جدة,شركات صغيرة,2023-07-11,22,600
SNB01305,الدمام,أفراد,2024-04-21,66,899
SNB01306,المدينة,أفراد,2024-06-18,39,828
SNB01307,الدمام,أفراد,2025-09-08,43,439
SNB01308,مكة,أفراد,2024-01-12,23,577
SNB01309,الرياض,أفراد,2023-02-27,49,810
SNB01310,مكة,شركات صغيرة,2025-08-03,65,645
SNB01311,الرياض,أفراد,2024-04-06,28,439
SNB01312,المدينة,أفراد,2023-06-01,27,413
SNB01313,جدة,أفراد,2023-06-21,64,879
SNB01314,مكة,أفراد,2025-10-16,56,806
SNB01315,جدة,أفراد,2025-09-07,51,665
SNB01316,الدمام,شركات متوسطة,2023-12-08,48,696
SNB01317,جدة,أفراد,2024-05-24,29,410
SNB01318,الدمام,أفراد,2025-07-28,68,657
SNB01319,الرياض,أفراد,2025-07-01,61,537
SNB01320,الرياض,أفراد,2023-02-28,33,302
SNB01321,الرياض,أفراد,2023-11-06,55,703
SNB01322,الرياض,أفراد,2023-05-30,20,324
SNB01323,المدينة,أفراد,2025-10-09,19,808
SNB01324,الرياض,أفراد,2023-06-25,69,764
SNB01325,تبوك,أفراد,2024-12-12,22,360
SNB01326,الرياض,أفراد,2024-03-14,28,807
SNB01327,الرياض,شركات متوسطة,2023-05-03,42,422
SNB01328,مكة,أفراد,2023-03-12,52,796
SNB01329,الدمام,أفراد,2025-02-27,52,354
SNB01330,جدة,أفراد,2025-08-28,39,462
SNB01331,جدة,أفراد,2023-06-24,54,338
SNB01332,الدمام,أفراد,2025-06-04,39,382
SNB01333,الرياض,أفراد,2024-01-29,28,845
SNB01334,تبوك,أفراد,2025-07-13,49,412
SNB01335,تبوك,أفراد,2023-03-05,52,724
SNB01336,الدمام,أفراد,2025-01-13,48,529
SNB01337,الرياض,أفراد,2025-10-13,62,582
SNB01338,الدمام,أفراد,2024-08-12,25,586
SNB01339,الرياض,أفراد,2023-07-20,37,454
SNB01340,الرياض,أفراد,2023-07-17,59,464
SNB01341,الرياض,أفراد,2023-01-24,51,481
SNB01342,جدة,أفراد,2023-01-27,21,538
SNB01343,المدينة,أفراد,2025-02-10,35,638
SNB01344,الدمام,شركات صغيرة,2023-12-18,68,811
SNB01345,الدمام,أفراد,2023-11-30,21,565
SNB01346,جدة,أفراد,2024-06-01,37,486
SNB01347,الرياض,أفراد,2023-10-31,26,339
SNB01348,جدة,شركات متوسطة,2023-09-17,33,792
SNB01349,تبوك,أفراد,2024-02-09,43,690
SNB01350,الرياض,أفراد,2025-09-16,55,559
SNB01351,المدينة,أفراد,2024-02-16,42,475
SNB01352,جدة,أفراد,2025-08-20,21,628
SNB01353,جدة,أفراد,2024-02-26,58,499
SNB01354,الدمام,أفراد,2025-06-22,62,495
SNB01355,جدة,شركات متوسطة,2023-11-02,58,888
SNB01356,المدينة,شركات متوسطة,2024-05-30,55,830
SNB01357,المدينة,أفراد,2024-08-03,36,361
SNB01358,جدة,أفراد,2025-02-28,31,626
SNB01359,الرياض,شركات متوسطة,2024-02-19,38,580
SNB01360,جدة,أفراد,2025-07-19,32,526
SNB01361,المدينة,أفراد,2025-03-18,20,357
SNB01362,الرياض,أفراد,2024-01-16,54,776
SNB01363,الدمام,أفراد,2024-04-06,67,675
SNB01364,الدمام,أفراد,2023-10-22,63,542
SNB01365,الدمام,أفراد,2025-04-12,33,666
SNB01366,الرياض,أفراد,2025-07-12,31,799
SNB01367,الدمام,أفراد,2024-04-07,26,551
SNB01368,المدينة,أفراد,2023-11-22,64,621
SNB01369,الرياض,أفراد,2024-02-29,24,675
SNB01370,الرياض,شركات صغيرة,2025-04-15,31,708
SNB01371,تبوك,أفراد,2023-01-19,23,787
SNB01372,الرياض,أفراد,2025-06-24,38,642
SNB01373,المدينة,شركات متوسطة,2023-08-18,32,539
SNB01374,جدة,شركات متوسطة,2023-02-25,69,438
SNB01375,الرياض,أفراد,2023-12-22,25,421
SNB01376,المدينة,أفراد,2025-11-25,51,719
SNB01377,جدة,أفراد,2023-12-21,57,860
SNB01378,جدة,شركات صغيرة,2024-04-09,18,603
SNB01379,جدة,شركات متوسطة,2024-12-28,49,414
SNB01380,جدة,شركات صغيرة,2024-10-20,66,642
SNB01381,الرياض,أفراد,2024-02-02,68,550
SNB01382,جدة,أفراد,2023-04-12,22,306
SNB01383,تبوك,أفراد,2024-12-04,47,888
SNB01384,الرياض,أفراد,2024-09-25,39,478
SNB01385,الدمام,أفراد,2025-03-26,37,444
SNB01386,الرياض,أفراد,2025-02-18,33,715
SNB01387,مكة,أفراد,2025-07-27,24,420
SNB01388,الرياض,أفراد,2024-05-06,24,423
SNB01389,تبوك,أفراد,2025-06-08,67,449
SNB01390,جدة,أفراد,2023-02-27,67,696
SNB01391,الرياض,أفراد,2023-01-19,19,680
SNB01392,الرياض,أفراد,2025-10-16,64,300
SNB01393,الرياض,شركات صغيرة,2024-02-12,31,543
SNB01394,جدة,أفراد,2025-04-08,48,697
SNB01395,الرياض,شركات متوسطة,2023-11-22,67,550
SNB01396,مكة,أفراد,2025-02-20,58,875
SNB01397,جدة,أفراد,2025-02-03,31,598
SNB01398,الرياض,أفراد,2024-12-27,22,596
SNB01399,الدمام,أفراد,2025-01-27,28,799
SNB01400,الدمام,شركات صغيرة,2023-07-20,57,414
SNB01401,الرياض,أفراد,2025-10-04,22,300
SNB01402,الرياض,شركات صغيرة,2023-09-13,46,852
SNB01403,الرياض,أفراد,2023-12-17,28,899
SNB01404,الدمام,شركات صغيرة,2024-09-02,22,781
SNB01405,الدمام,أفراد,2023-07-07,66,899
SNB01406,جدة,شركات صغيرة,2024-05-28,49,809
SNB01407,مكة,أفراد,2023-06-27,53,634
SNB01408,مكة,أفراد,2024-09-09,32,764
SNB01409,جدة,أفراد,2023-01-04,36,440
SNB01410,المدينة,شركات متوسطة,2024-08-30,39,882
SNB01411,الرياض,أفراد,2024-04-08,51,436
SNB01412,الرياض,أفراد,2023-05-17,34,466
SNB01413,الرياض,شركات صغيرة,2024-11-30,29,642
SNB01414,الرياض,أفراد,2023-12-10,42,709
SNB01415,جدة,أفراد,2023-07-14,34,364
SNB01416,أبها,أفراد,2023-06-01,27,880
SNB01417,الرياض,أفراد,2024-06-03,45,366
SNB01418,الرياض,شركات متوسطة,2023-11-11,35,732
SNB01419,جدة,شركات صغيرة,2023-03-09,68,349
SNB01420,أبها,أفراد,2023-01-17,35,613
SNB01421,الرياض,شركات متوسطة,2023-08-28,62,608
SNB01422,جدة,أفراد,2025-02-04,49,414
SNB01423,الرياض,أفراد,2024-11-19,31,868
SNB01424,الرياض,أفراد,2025-03-24,33,641
SNB01425,تبوك,أفراد,2024-08-07,67,829
SNB01426,تبوك,أفراد,2025-09-17,35,794
SNB01427,الرياض,شركات متوسطة,2023-04-23,33,568
SNB01428,أبها,شركات صغيرة,2023-12-03,34,379
SNB01429,الدمام,أفراد,2025-06-05,24,755
SNB01430,المدينة,أفراد,2023-02-10,29,598
SNB01431,جدة,أفراد,2025-04-21,51,501
SNB01432,جدة,شركات متوسطة,2024-05-28,27,802
SNB01433,جدة,شركات صغيرة,2025-07-14,22,784
SNB01434,الدمام,أفراد,2025-02-07,38,884
SNB01435,الرياض,شركات صغيرة,2024-06-22,20,859
SNB01436,الرياض,أفراد,2023-06-26,36,317
SNB01437,الرياض,أفراد,2023-02-15,62,777
SNB01438,الدمام,أفراد,2025-03-06,61,787
SNB01439,الرياض,أفراد,2023-07-21,52,745
SNB01440,الدمام,أفراد,2025-06-28,23,639
SNB01441,تبوك,أفراد,2024-10-04,31,830
SNB01442,الرياض,أفراد,2023-06-23,21,415
SNB01443,الدمام,أفراد,2024-01-17,62,373
SNB01444,جدة,أفراد,2025-11-08,68,568
SNB01445,المدينة,أفراد,2023-09-05,35,415
SNB01446,الرياض,أفراد,2025-09-14,46,463
SNB01447,الدمام,شركات متوسطة,2023-10-13,52,882
SNB01448,مكة,أفراد,2023-03-10,69,521
SNB01449,أبها,أفراد,2023-11-28,55,425
SNB01450,الدمام,أفراد,2024-09-06,33,475
SNB01451,جدة,شركات صغيرة,2023-11-03,37,674
SNB01452,الدمام,شركات متوسطة,2025-07-18,41,797
SNB01453,المدينة,أفراد,2023-11-26,52,384
SNB01454,جدة,أفراد,2024-09-29,61,682
SNB01455,الرياض,شركات متوسطة,2025-11-05,68,762
SNB01456,أبها,أفراد,2024-03-20,36,750
SNB01457,الدمام,أفراد,2025-06-13,21,817
SNB01458,الدمام,أفراد,2024-02-15,50,849
SNB01459,الرياض,أفراد,2025-03-08,19,415
SNB01460,الدمام,أفراد,2025-03-26,30,307
SNB01461,جدة,أفراد,2025-10-15,62,517
SNB01462,الدمام,أفراد,2024-05-24,47,889
SNB01463,الرياض,شركات متوسطة,2023-05-10,51,703
SNB01464,الدمام,أفراد,2025-03-23,47,866
SNB01465,تبوك,شركات صغيرة,2023-05-17,68,603
SNB01466,الرياض,أفراد,2023-06-28,41,766
SNB01467,تبوك,أفراد,2025-12-22,65,387
SNB01468,جدة,أفراد,2025-07-23,61,309
SNB01469,المدينة,شركات متوسطة,2025-11-24,50,607
SNB01470,مكة,شركات صغيرة,2024-07-26,58,733
SNB01471,جدة,أفراد,2024-10-17,66,463
SNB01472,الدمام,شركات صغيرة,2025-03-01,27,538
SNB01473,المدينة,أفراد,2023-01-17,35,616
SNB01474,جدة,شركات متوسطة,2023-08-19,36,634
SNB01475,الرياض,أفراد,2025-05-19,24,317
SNB01476,الدمام,شركات متوسطة,2024-05-21,36,370
SNB01477,مكة,أفراد,2024-09-02,41,474
SNB01478,مكة,أفراد,2024-04-25,32,638
SNB01479,مكة,أفراد,2025-04-27,58,547
SNB01480,جدة,أفراد,2025-09-26,59,492
SNB01481,مكة,أفراد,2024-08-31,40,718
SNB01482,الرياض,أفراد,2023-08-26,69,624
SNB01483,جدة,أفراد,2023-06-10,69,605
SNB01484,الرياض,أفراد,2025-08-26,21,503
SNB01485,الرياض,أفراد,2025-05-19,55,422
SNB01486,جدة,أفراد,2023-03-15,21,869
SNB01487,جدة,شركات متوسطة,2025-11-29,22,746
SNB01488,الدمام,أفراد,2023-02-11,58,790
SNB01489,جدة,أفراد,2024-08-24,61,732
SNB01490,جدة,أفراد,2025-03-13,40,427
SNB01491,الرياض,أفراد,2024-05-15,57,847
SNB01492,جدة,أفراد,2023-08-06,54,346
SNB01493,الرياض,أفراد,2025-12-29,28,804
